BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460302.753208,0.99821,0.00099,1.0952,0.28,-0.18,13.47,142919
2460302.753521,0.99962,0.00099,1.0946,0.17,-0.05,13.62,148511
2460302.753834,0.99899,0.00099,1.0940,-0.07,0.20,13.23,163992
2460302.754147,0.99922,0.00099,1.0933,-0.02,0.04,13.52,146895
2460302.754460,0.99842,0.00099,1.0927,-0.06,0.11,13.34,159208
2460302.754773,0.99884,0.00099,1.0921,-0.02,-0.14,13.19,145347
2460302.755086,0.99756,0.00099,1.0915,-0.32,0.10,13.59,151177
2460302.755399,0.99958,0.00099,1.0909,0.14,-0.12,13.49,152832
2460302.755712,0.99944,0.00099,1.0903,0.46,-0.12,13.34,139562
2460302.756025,0.99919,0.00098,1.0897,0.01,-0.10,13.63,159364
2460302.756338,0.99941,0.00098,1.0891,-0.05,0.05,13.28,163577
2460302.756651,0.99922,0.00098,1.0885,0.14,-0.01,13.42,158494
2460302.756975,0.99796,0.00098,1.0879,0.04,-0.05,13.13,171351
2460302.757288,1.00101,0.00098,1.0873,0.26,-0.07,13.36,154134
2460302.757590,0.99931,0.00098,1.0867,0.03,0.04,13.15,160651
2460302.757914,1.00076,0.00098,1.0862,-0.18,-0.01,13.33,162583
2460302.758227,0.99918,0.00098,1.0856,0.28,-0.08,12.89,159929
2460302.758587,1.00034,0.00098,1.0850,-0.27,-0.31,13.46,147567
2460302.758900,1.00015,0.00098,1.0844,0.16,-0.03,12.98,154558
2460302.759213,1.00030,0.00098,1.0838,-0.09,0.16,13.33,155487
2460302.759526,0.99976,0.00098,1.0833,-0.05,0.01,13.31,163363
2460302.759839,0.99960,0.00098,1.0827,0.05,-0.09,13.41,149978
2460302.760152,0.99953,0.00097,1.0822,0.04,-0.00,13.59,157770
2460302.760465,0.99961,0.00097,1.0817,-0.11,-0.06,13.19,158003
2460302.760767,0.99936,0.00097,1.0811,-0.14,0.21,13.54,150839
2460302.761091,0.99963,0.00097,1.0806,0.05,-0.06,13.25,163524
2460302.761393,0.99904,0.00097,1.0801,0.11,-0.08,13.84,135693
2460302.761706,0.99941,0.00097,1.0796,-0.19,0.09,13.72,143773
2460302.762019,0.99801,0.00097,1.0790,0.01,0.10,13.55,155410
2460302.762332,0.99803,0.00097,1.0785,0.06,0.07,13.68,149200
2460302.762645,1.00078,0.00097,1.0780,0.12,-0.04,13.48,146521
2460302.762958,0.99909,0.00097,1.0775,-0.12,0.11,13.48,151971
2460302.763271,0.99822,0.00097,1.0770,0.13,0.04,13.82,137203
2460302.763584,1.00064,0.00097,1.0765,0.03,-0.03,13.44,157188
2460302.763897,0.99818,0.00097,1.0760,0.02,-0.08,13.64,152143
2460302.764210,0.99793,0.00097,1.0755,-0.06,0.09,13.86,142277
2460302.764523,0.99768,0.00096,1.0751,0.06,-0.01,13.91,141026
2460302.764836,0.99928,0.00097,1.0746,-0.03,-0.07,13.48,147769
2460302.765149,0.99860,0.00096,1.0741,0.05,-0.07,13.68,142567
2460302.765462,0.99872,0.00096,1.0736,0.04,-0.05,13.65,145969
2460302.765775,0.99875,0.00096,1.0731,0.00,0.06,13.48,159695
2460302.766099,0.99993,0.00096,1.0727,0.04,0.10,13.83,147243
2460302.766412,0.99960,0.00096,1.0722,0.03,0.07,13.65,134911
2460302.766725,1.00045,0.00096,1.0717,-0.12,0.25,13.83,134031
2460302.767038,1.00019,0.00096,1.0713,0.04,0.08,13.96,136498
2460302.767351,0.99943,0.00096,1.0709,0.03,0.06,14.14,125646
2460302.767664,1.00006,0.00096,1.0704,0.02,0.07,13.84,132602
2460302.767989,0.99845,0.00096,1.0700,0.04,-0.02,14.11,133289
2460302.768302,1.00076,0.00096,1.0695,-0.13,0.06,13.68,147033
2460302.768615,0.99990,0.00096,1.0691,-0.18,-0.13,14.19,127162
2460302.768928,0.99954,0.00096,1.0687,-0.12,0.05,13.97,136094
2460302.769252,0.99839,0.00096,1.0682,-0.04,0.08,14.00,143341
2460302.769565,0.99958,0.00096,1.0678,0.11,0.08,14.14,135453
2460302.769878,1.00032,0.00096,1.0674,-0.11,-0.06,13.93,143379
2460302.770191,0.99873,0.00096,1.0670,-0.02,-0.07,13.81,138396
2460302.770504,0.99823,0.00095,1.0666,-0.22,0.05,13.54,168659
2460302.770817,1.00022,0.00096,1.0662,-0.12,-0.12,13.69,162027
2460302.771130,0.99949,0.00095,1.0658,-0.05,-0.11,13.76,158720
2460302.771443,0.99955,0.00095,1.0654,-0.16,-0.04,13.57,146572
2460302.771756,1.00052,0.00095,1.0650,0.01,-0.05,13.69,137592
2460302.772127,1.00054,0.00095,1.0645,-0.02,-0.01,13.44,154803
2460302.772440,0.99923,0.00095,1.0641,-0.21,0.04,13.26,138422
2460302.772753,0.99967,0.00095,1.0637,-0.18,0.01,13.75,141633
2460302.773066,0.99987,0.00095,1.0634,0.02,0.02,13.70,142079
2460302.773379,0.99905,0.00095,1.0630,-0.19,-0.06,13.47,149449
2460302.773692,1.00011,0.00095,1.0626,-0.06,0.03,13.31,160249
2460302.774006,0.99973,0.00095,1.0623,-0.33,0.08,13.56,148958
2460302.774318,1.00038,0.00095,1.0619,0.10,0.22,13.28,160194
2460302.774631,0.99893,0.00095,1.0616,-0.08,0.05,13.36,155029
2460302.774944,1.00000,0.00095,1.0612,-0.09,-0.01,13.41,153323
2460302.775245,1.00032,0.00095,1.0609,-0.31,0.04,13.54,153371
2460302.775558,0.99962,0.00095,1.0605,-0.30,-0.08,13.46,152673
2460302.775883,0.99907,0.00095,1.0602,-0.48,0.03,13.61,141013
2460302.776196,1.00064,0.00095,1.0598,-0.10,0.07,13.48,157125
2460302.776510,0.99989,0.00095,1.0595,-0.15,0.07,13.35,151183
2460302.776823,0.99904,0.00094,1.0592,-0.34,-0.03,13.21,153150
2460302.777136,0.99946,0.00094,1.0588,-0.14,0.17,13.40,150317
2460302.777449,0.99998,0.00094,1.0585,-0.12,-0.16,13.71,148952
2460302.777762,1.00009,0.00094,1.0582,-0.18,-0.15,13.19,145204
2460302.778075,0.99882,0.00094,1.0579,0.05,0.07,13.10,158448
2460302.778388,1.00057,0.00094,1.0576,-0.22,-0.07,13.38,144459
2460302.778701,0.99912,0.00094,1.0573,-0.25,-0.08,13.08,160609
2460302.779014,0.99924,0.00094,1.0570,-0.08,-0.03,13.38,157062
2460302.779327,1.00032,0.00094,1.0567,-0.04,-0.12,13.25,152983
2460302.779640,0.99966,0.00094,1.0564,0.01,0.06,13.28,148951
2460302.779964,1.00002,0.00094,1.0561,-0.44,-0.29,13.33,152483
2460302.780266,1.00001,0.00094,1.0558,0.03,-0.14,13.25,155073
2460302.780579,1.00001,0.00094,1.0555,-0.12,0.09,13.26,166401
2460302.780892,1.00127,0.00094,1.0552,-0.27,0.07,13.32,147278
2460302.781205,1.00009,0.00094,1.0549,-0.37,-0.03,13.35,156235
2460302.781518,1.00019,0.00094,1.0547,-0.06,-0.14,13.18,171724
2460302.781831,1.00114,0.00094,1.0544,-0.07,0.02,13.25,164690
2460302.782144,0.99931,0.00094,1.0541,0.15,0.07,13.13,160344
2460302.782457,0.99877,0.00094,1.0539,-0.39,-0.11,13.31,153462
2460302.782770,0.99974,0.00094,1.0536,0.07,-0.14,13.25,158450
2460302.783083,0.99948,0.00094,1.0534,0.13,-0.15,13.09,161583
2460302.783396,0.99884,0.00094,1.0531,-0.08,0.09,13.26,166690
2460302.783708,0.99932,0.00094,1.0529,0.03,-0.09,13.15,159465
2460302.784033,1.00059,0.00094,1.0526,-0.21,0.07,13.25,162520
2460302.784334,1.00001,0.00094,1.0524,-0.03,-0.00,13.22,172415
2460302.784659,0.99951,0.00094,1.0521,-0.28,0.05,13.16,154821
2460302.784972,0.99785,0.00093,1.0519,-0.08,-0.04,13.13,176491
2460302.785285,0.99972,0.00094,1.0517,0.01,0.02,13.25,165030
2460302.785598,1.00050,0.00094,1.0514,-0.49,-0.09,13.12,155907
2460302.785911,0.99919,0.00093,1.0512,-0.04,-0.07,12.82,173311
2460302.786224,1.00096,0.00094,1.0510,-0.07,0.01,12.97,166722
2460302.786537,1.00012,0.00093,1.0508,0.00,-0.04,13.15,171591
2460302.786850,1.00039,0.00093,1.0506,-0.20,0.12,13.23,167433
2460302.787163,0.99958,0.00093,1.0504,-0.28,-0.04,13.05,159305
2460302.787476,0.99960,0.00093,1.0502,0.03,-0.03,13.22,171074
2460302.787789,1.00084,0.00093,1.0500,-0.18,0.09,13.02,180761
2460302.788102,1.00221,0.00094,1.0498,-0.43,-0.01,13.12,166255
2460302.788415,1.00149,0.00093,1.0496,-0.34,-0.05,13.22,158682
2460302.788728,1.00141,0.00093,1.0494,-0.38,0.00,12.99,155666
2460302.789041,0.99907,0.00093,1.0492,-0.20,-0.03,12.87,163557
2460302.789342,1.00233,0.00093,1.0491,-0.25,-0.15,13.04,170745
2460302.789655,1.00096,0.00093,1.0489,-0.27,-0.12,13.07,179653
2460302.789968,1.00065,0.00093,1.0487,-0.22,-0.05,13.15,168713
2460302.790281,1.00082,0.00093,1.0485,-0.29,-0.10,13.19,166404
2460302.790594,1.00173,0.00093,1.0484,-0.44,-0.12,13.02,164183
2460302.790907,1.00183,0.00093,1.0482,-0.26,0.00,12.88,174437
2460302.791208,1.00208,0.00093,1.0480,-0.33,-0.09,13.10,169617
2460302.791533,1.00184,0.00093,1.0479,-0.23,-0.17,13.12,163732
2460302.791846,1.00060,0.00093,1.0477,-0.30,0.05,12.85,168256
2460302.792159,1.00151,0.00093,1.0476,0.04,0.11,12.74,185833
2460302.792460,1.00031,0.00093,1.0474,-0.19,-0.06,12.90,170043
2460302.792774,1.00121,0.00093,1.0473,-0.33,-0.09,13.05,173477
2460302.793099,1.00242,0.00093,1.0472,-0.35,-0.18,13.15,171333
2460302.793412,0.99996,0.00093,1.0470,-0.17,-0.02,12.67,176026
2460302.793713,1.00040,0.00093,1.0469,-0.28,0.00,12.86,169188
2460302.794026,1.00289,0.00093,1.0468,-0.39,-0.07,12.93,174319
2460302.794351,0.99982,0.00093,1.0466,-0.37,-0.06,12.91,167648
2460302.794652,1.00110,0.00093,1.0465,-0.15,-0.09,12.81,179053
2460302.794965,1.00148,0.00093,1.0464,-0.40,-0.00,13.06,166862
2460302.795290,1.00170,0.00093,1.0463,-0.49,0.06,12.87,178790
2460302.795603,1.00122,0.00093,1.0462,-0.19,-0.08,12.95,171873
2460302.796229,1.00194,0.00093,1.0460,-0.11,-0.03,12.95,179466
2460302.796542,1.00173,0.00093,1.0459,-0.10,-0.01,12.90,173560
2460302.796855,1.00097,0.00093,1.0458,-0.20,-0.10,12.89,171093
2460302.797168,1.00282,0.00093,1.0457,-0.28,0.03,12.81,173798
2460302.797469,1.00153,0.00093,1.0456,-0.31,-0.15,12.90,173754
2460302.797782,1.00140,0.00093,1.0455,-0.40,0.17,12.89,173584
2460302.798095,1.00147,0.00093,1.0454,0.05,0.03,12.78,178662
2460302.798408,0.99979,0.00093,1.0454,-0.26,-0.08,13.08,154712
2460302.798733,1.00104,0.00093,1.0453,-0.33,0.00,13.19,157016
2460302.799046,1.00060,0.00093,1.0452,0.12,-0.30,13.05,174768
2460302.799347,1.00131,0.00093,1.0452,-0.12,-0.03,12.84,165442
2460302.799660,1.00211,0.00093,1.0451,-0.35,-0.08,13.07,165378
2460302.799984,1.00120,0.00093,1.0450,-0.11,0.11,12.82,174541
2460302.800297,1.00234,0.00093,1.0450,-0.09,0.01,12.86,164870
2460302.800610,1.00134,0.00093,1.0449,-0.23,-0.12,12.50,173944
2460302.800923,0.99868,0.00093,1.0449,-0.31,0.03,12.59,193226
2460302.801236,1.00112,0.00093,1.0448,-0.26,-0.04,12.43,181991
2460302.801549,1.00098,0.00093,1.0448,-0.01,-0.05,12.94,170157
2460302.801874,1.00128,0.00093,1.0448,-0.24,-0.02,12.95,173433
2460302.802187,1.00094,0.00093,1.0447,-0.10,0.04,13.01,159135
2460302.802511,1.00234,0.00093,1.0447,0.06,-0.64,12.89,160174
2460302.802824,1.00131,0.00093,1.0447,0.07,-0.01,12.75,177631
2460302.803137,1.00189,0.00093,1.0447,0.32,0.17,12.82,174612
2460302.803450,1.00207,0.00093,1.0446,-0.01,0.17,12.48,193415
2460302.803763,1.00103,0.00093,1.0446,-0.28,0.10,12.71,176740
2460302.804076,1.00171,0.00093,1.0446,0.04,0.14,12.50,177889
2460302.804401,1.00086,0.00093,1.0446,-0.13,0.07,12.90,183814
2460302.804714,1.00210,0.00093,1.0446,-0.19,-0.02,12.34,175892
2460302.805015,1.00039,0.00093,1.0446,-0.08,0.08,12.47,187046
2460302.805328,0.99987,0.00093,1.0446,-0.24,0.10,12.51,177105
2460302.805641,1.00103,0.00093,1.0446,-0.54,-0.00,12.65,186989
2460302.805954,1.00075,0.00093,1.0446,-0.18,-0.09,12.85,159652
2460302.806267,1.00105,0.00093,1.0446,-0.24,-0.18,12.93,171282
2460302.806580,1.00185,0.00093,1.0446,-0.34,-0.10,12.41,177635
2460302.806905,0.99901,0.00093,1.0447,-0.70,-0.05,12.71,186341
2460302.807217,1.00126,0.00093,1.0447,-0.36,0.01,13.07,151983
2460302.807530,1.00115,0.00093,1.0447,-0.33,-0.08,12.96,183324
2460302.807832,1.00153,0.00093,1.0447,-0.18,0.02,12.51,172414
2460302.808145,1.00057,0.00093,1.0448,-0.33,-0.09,13.20,163863
2460302.808458,1.00259,0.00093,1.0448,-0.19,0.04,12.09,189630
2460302.808771,1.00081,0.00093,1.0449,-0.07,-0.21,13.20,155493
2460302.809084,0.99986,0.00093,1.0449,-0.35,-0.04,12.78,156872
2460302.809398,0.99909,0.00093,1.0449,-0.39,0.11,12.47,191674
2460302.809699,1.00186,0.00093,1.0450,-0.25,0.03,13.10,164316
2460302.810024,1.00099,0.00093,1.0451,-0.09,-0.10,13.06,154687
2460302.810337,1.00105,0.00093,1.0451,-0.21,-0.10,13.24,151526
2460302.810650,1.00104,0.00093,1.0452,-0.21,-0.13,12.58,172628
2460302.810963,1.00197,0.00093,1.0452,-0.27,-0.07,13.20,151967
2460302.811276,1.00137,0.00093,1.0453,-0.38,0.02,13.05,166020
2460302.811600,0.99994,0.00093,1.0454,-0.36,-0.11,12.92,158437
2460302.811913,1.00245,0.00093,1.0455,-0.32,-0.10,13.57,148413
2460302.812226,0.99997,0.00093,1.0455,-0.41,0.04,13.00,155348
2460302.812551,1.00134,0.00093,1.0456,-0.23,-0.15,13.18,152432
2460302.812852,1.00086,0.00093,1.0457,-0.19,-0.11,13.17,149370
2460302.813165,1.00229,0.00093,1.0458,0.01,-0.11,13.11,152839
2460302.813478,1.00208,0.00093,1.0459,-0.33,-0.07,13.25,155721
2460302.813791,0.99923,0.00093,1.0460,-0.43,-0.10,13.09,144265
2460302.814092,1.00075,0.00093,1.0461,-0.42,0.09,13.05,163462
2460302.814405,1.00058,0.00093,1.0462,-0.31,-0.20,13.21,153903
2460302.814718,1.00219,0.00093,1.0463,-0.24,-0.15,13.04,149175
2460302.815031,1.00070,0.00093,1.0464,-0.20,0.10,13.17,155060
2460302.815356,0.99998,0.00093,1.0465,-0.40,-0.03,13.12,154450
2460302.815982,1.00185,0.00093,1.0468,-0.24,-0.19,13.16,153115
2460302.816295,0.99922,0.00093,1.0469,-0.14,0.03,13.00,155293
2460302.816608,0.99975,0.00093,1.0471,-0.17,0.10,13.45,142963
2460302.816921,1.00077,0.00093,1.0472,-0.60,0.03,13.48,155865
2460302.817234,1.00013,0.00093,1.0473,-0.39,0.15,13.43,143690
2460302.817558,1.00111,0.00093,1.0475,-0.57,0.07,13.29,150439
2460302.817871,1.00214,0.00093,1.0476,-0.30,-0.10,13.85,140183
2460302.818184,0.99922,0.00093,1.0478,-0.61,-0.24,13.48,137567
2460302.818497,1.00180,0.00093,1.0479,-0.48,0.16,13.38,149282
2460302.818810,1.00197,0.00093,1.0481,-0.33,-0.13,13.47,151979
2460302.819123,1.00059,0.00093,1.0482,-0.48,0.02,13.58,143188
2460302.819436,0.99943,0.00093,1.0484,-0.33,-0.16,13.61,155872
2460302.819749,1.00127,0.00093,1.0486,-0.32,0.13,13.63,142623
2460302.820062,1.00161,0.00093,1.0487,-0.32,-0.01,13.45,154393
2460302.820375,1.00190,0.00093,1.0489,-0.20,-0.29,13.84,126013
2460302.820688,1.00115,0.00093,1.0491,-0.33,0.01,13.77,144617
2460302.821001,1.00150,0.00093,1.0493,-0.39,-0.05,13.16,141718
2460302.821314,1.00232,0.00093,1.0494,-0.49,-0.21,13.36,141713
2460302.821697,1.00269,0.00093,1.0497,-0.52,0.43,13.83,137954
2460302.821998,1.00077,0.00093,1.0499,-0.30,-0.11,13.71,144807
2460302.822311,0.99999,0.00093,1.0501,-0.64,0.14,13.67,135265
2460302.822636,1.00053,0.00093,1.0503,-0.60,-0.16,13.86,138712
2460302.822949,1.00062,0.00093,1.0505,-0.36,0.12,13.38,137712
2460302.823262,1.00187,0.00094,1.0507,-0.46,-0.21,13.75,139756
2460302.823575,1.00228,0.00094,1.0509,-0.49,-0.03,14.00,129091
2460302.823888,1.00191,0.00094,1.0511,-0.55,-0.04,13.64,133217
2460302.824201,1.00041,0.00093,1.0513,-0.59,0.20,13.77,134923
2460302.824514,1.00098,0.00094,1.0515,-0.30,-0.05,14.09,130011
2460302.824826,1.00100,0.00094,1.0518,-0.33,0.09,13.73,133098
2460302.825139,1.00243,0.00094,1.0520,-0.28,-0.03,13.77,145001
2460302.825452,1.00100,0.00094,1.0522,-0.80,-0.23,13.74,135128
2460302.825765,1.00246,0.00094,1.0525,-0.49,0.00,13.96,136229
2460302.826079,1.00023,0.00094,1.0527,-0.04,-0.10,13.75,136478
2460302.826392,1.00119,0.00094,1.0530,-0.77,-0.08,13.52,142057
2460302.826705,1.00196,0.00094,1.0532,-0.60,0.09,13.46,145113
2460302.827018,1.00212,0.00094,1.0535,-0.60,0.05,13.93,135951
2460302.827331,1.00088,0.00094,1.0537,-0.48,-0.14,13.75,128865
2460302.827644,1.00039,0.00094,1.0540,-0.54,-0.05,13.40,142837
2460302.827957,1.00162,0.00094,1.0543,-0.51,-0.09,13.91,129658
2460302.828270,1.00082,0.00094,1.0545,-0.47,-0.07,13.67,139215
2460302.828583,1.00284,0.00094,1.0548,-0.42,-0.18,13.91,144150
2460302.828896,0.99962,0.00094,1.0551,-0.30,-0.13,13.81,147571
2460302.829209,1.00129,0.00094,1.0553,-0.23,-0.16,13.96,139462
2460302.829522,1.00140,0.00094,1.0556,-0.78,-0.17,14.09,136250
2460302.829835,1.00289,0.00094,1.0559,-0.51,-0.10,14.08,121435
2460302.830148,1.00453,0.00094,1.0562,-0.63,0.08,13.58,142430
2460302.830461,1.00157,0.00094,1.0565,-0.57,-0.10,13.90,127092
2460302.830774,1.00246,0.00094,1.0568,-0.12,-0.25,13.75,135941
2460302.831087,1.00309,0.00094,1.0571,-0.66,-0.07,13.77,130465
2460302.831400,0.99926,0.00094,1.0574,-0.62,-0.21,14.12,122903
2460302.831725,1.00248,0.00094,1.0577,-0.32,-0.32,13.84,132884
2460302.832038,1.00036,0.00094,1.0580,-0.45,-0.18,14.12,134214
2460302.832351,0.99954,0.00094,1.0583,-0.39,-0.26,14.11,128452
2460302.832664,0.99970,0.00094,1.0587,-0.77,-0.04,14.14,135077
2460302.832965,0.99918,0.00094,1.0590,-0.56,0.02,13.69,134200
2460302.833290,1.00077,0.00094,1.0593,-0.57,0.05,14.45,115244
2460302.833603,1.00131,0.00095,1.0596,-0.59,0.02,13.95,125292
2460302.833916,1.00166,0.00095,1.0600,-0.53,0.06,13.84,135821
2460302.834229,1.00137,0.00095,1.0603,-0.66,-0.09,14.23,121865
2460302.834542,1.00308,0.00095,1.0607,-0.37,-0.14,14.01,121628
2460302.834855,1.00269,0.00095,1.0610,-0.40,-0.26,14.22,116329
2460302.835179,1.00095,0.00095,1.0614,-0.28,0.35,14.20,121102
2460302.835492,1.00263,0.00095,1.0617,-0.69,0.27,13.97,134147
2460302.835805,0.99890,0.00095,1.0621,-0.37,-0.17,14.37,129778
2460302.836118,1.00118,0.00095,1.0625,-0.41,-0.01,14.43,129946
